target,guesses,guess_count,is_common,won_in_6
koses,slate-runes-feces-moped-shook-jokes-koses,7,False,False
kotch,slate-count-toxic-botch-gotch-hotch-kotch,7,False,False
kotos,slate-trout-goths-botos-kotos,5,False,True
kotow,slate-count-motor-kotow,4,False,True
koura,slate-corny-moira-dobra-goura-koura,6,False,True
kraal,slate-curia-drawl-graal-kraal,5,False,True
krabs,slate-curbs-grabs-drabs-frabs-krabs,6,False,True
kraft,slate-grunt-tract-draft-kraft,5,True,True
krais,slate-curbs-grass-wraps-araks-krais,6,False,True
krait,slate-grunt-tract-draft-krait,5,False,True
krang,slate-churn-gaped-krang,4,False,True
krans,slate-curbs-grass-wraps-araks-krais-krans,7,False,False
kranz,slate-churn-gaped-frank-kranz,5,False,True
kraut,slate-grunt-kraut,3,True,True
krays,slate-curbs-grass-wraps-araks-krais-krans-krays,8,False,False
kreef,slate-diner-creek-kreef,4,False,True
kreen,slate-diner-green-preen-kreen,5,False,True
kreep,slate-diner-creek-kreef-kreep,5,False,True
kreng,slate-diner-rerun-enorm-kreng,5,False,True
krewe,slate-doing-scrum-where-krewe,5,False,True
krill,slate-dilly-gruff-krill,4,True,True
kriol,slate-dilly-logic-kriol,4,False,True
krona,slate-corny-krona,3,False,True
krone,slate-doing-prone-crone-krone,5,True,True
kroon,slate-crony-gibed-frown-kroon,5,False,True
krubi,slate-crony-gruff-druid-krubi,5,False,True
krump,slate-crony-gruff-druid-krump,5,False,True
krunk,slate-crony-bring-drunk-krunk,5,False,True
ksars,slate-curbs-grass-ksars,4,False,True
kubie,slate-doing-puree-juvie-kubie,5,False,True
kudos,slate-hokum-kudos,3,True,True
kudus,slate-hokum-kudus,3,False,True
kudzu,slate-crony-kudzu,3,True,True
kufis,slate-hokum-dusky-kufis,4,False,True
kugel,slate-never-dumpy-kugel,4,True,True
kuias,slate-oasis-minas-arias-chias-ixias-kuias,7,False,False
kukri,slate-crony-quirk-kukri,4,False,True
kukus,slate-hokum-jukus-kukus,4,False,True
kulak,slate-molar-lilac-gulag-kulak,5,False,True
kulan,slate-molar-lilac-gulag-kulak-kulan,6,False,True
kulas,slate-balsa-aglus-hulas-kulas,5,False,True
kulfi,slate-dilly-folic-kulfi,4,False,True
kumis,slate-hokum-musky-kumis,4,False,True
kumys,slate-hokum-musky-kumys,4,False,True
kunas,slate-oasis-wrung-ankus-kunas,5,False,True
kunds,slate-hokum-dusky-kunds,4,False,True
kuris,slate-hokum-dusky-kufis-kuris,5,False,True
kurre,slate-doing-scrum-puree-burke-kurre,6,False,True
kurta,slate-taint-aorta-kurta,4,False,True
kurus,slate-hokum-kudus-kurus,4,False,True
kusso,slate-hokum-kudos-kusso,4,False,True
kusti,slate-forum-dusty-busts-kusti,5,False,True
kutai,slate-tabor-untag-kutai,4,False,True
kutas,slate-antsy-wombs-paths-ditas-kutas,6,False,True
kutch,slate-count-butch-hutch-dutch-kutch,6,False,True
kutis,slate-trout-gutsy-cutis-kutis,5,False,True
kutus,slate-trout-ictus-kutus,4,False,True
kuyas,slate-oasis-wrung-bubas-dukas-kuyas,6,False,True
kuzus,slate-hokum-kudus-kurus-kuzus,5,False,True
kvass,slate-curbs-amass-kvass,4,False,True
kvell,slate-never-kvell,3,True,True
kwaai,slate-churn-foamy-abaka-kwaai,5,False,True
kwela,slate-rangy-medal-akela-kwela,5,False,True
kwink,slate-crony-djinn-kwink,4,False,True
kwirl,slate-dilly-logic-whirl-kwirl,5,False,True
kyack,slate-churn-aback-kiack-kyack,5,False,True
kyaks,slate-curbs-amass-dhaks-kyaks,5,False,True
kyang,slate-churn-piano-aband-kyang,5,False,True
kyars,slate-curbs-grass-padre-roars-afars-izars-knars-kyars,9,False,False
kyats,slate-combo-whats-adats-fiats-gnats-kyats,7,False,False
kybos,slate-hokum-kiosk-kybos,4,False,True
kydst,slate-trout-midst-kydst,4,False,True
kyles,slate-loser-wimpy-fyles-hyles-kyles,6,False,True
kylie,slate-bingo-while-kylie,4,True,True
kylin,slate-dilly-cylix-kylin,4,False,True
kylix,slate-dilly-cylix-kylix,4,False,True
kyloe,slate-bingo-whole-loupe-kyloe,5,False,True
kynde,slate-doing-undue-hynde-kynde,5,False,True
kynds,slate-hokum-frisk-kynds,4,False,True
kypes,slate-runes-feces-moped-pipes-gypes-hypes-kypes,8,False,False
kyrie,slate-doing-puree-kyrie,4,True,True
kytes,slate-cruet-timon-bytes-gytes-kytes,6,False,True
kythe,slate-chirp-ethne-hythe-kythe,5,False,True
kyudo,slate-crony-dohyo-kyudo,4,False,True
laarf,slate-curia-drawl-laarf,4,False,True
laari,slate-curia-laari,3,False,True
labda,slate-molar-daily-labda,4,False,True
label,slate-rangy-label,3,True,True
labia,slate-molar-daily-cavil-labia,5,False,True
labis,slate-balsa-lambs-labis,4,False,True
labne,slate-bangs-labne,3,False,True
labor,slate-molar-labor,3,True,True
labra,slate-molar-larva-labra,4,False,True
laccy,slate-molar-daily-lanky-laccy,5,False,True
laced,slate-rangy-label-zilch-laced,5,True,True
lacer,slate-rangy-paler-lamer-laker-laver-lacer,7,False,False
laces,slate-laser-yanks-laces,4,True,True
lacet,slate-paler-latex-lacet,4,False,True
lacey,slate-rangy-lacey,3,True,True
lacis,slate-balsa-pinch-lacis,4,False,True
lacka,slate-molar-daily-laugh-lacka,5,False,True
lacks,slate-balsa-pinch-lacks,4,True,True
lacky,slate-molar-daily-lanky-lacky,5,False,True
laddu,slate-molar-daily-labda-laddu,5,False,True
laddy,slate-molar-daily-laddy,4,False,True
laded,slate-rangy-label-zilch-lamed-laved-laded,7,False,False
ladee,slate-bangs-mulch-ladle-ladee,5,False,True
laden,slate-rangy-laden,3,True,True
lader,slate-rangy-paler-lamer-laker-laver-lacer-lader,8,False,False
lades,slate-laser-yanks-laces-lades,5,False,True
ladle,slate-bangs-mulch-ladle,4,True,True
ladoo,slate-molar-aioli-ladoo,4,False,True
laers,slate-laser-laers,3,False,True
laevo,slate-rangy-label-laevo,4,False,True
lagan,slate-molar-canal-lagan,4,False,True
lagar,slate-molar-lunar-lazar-lagar,5,False,True
lager,slate-rangy-lager,3,True,True
laggy,slate-molar-daily-lanky-laccy-laggy,6,False,True
lahal,slate-molar-canal-papal-dayal-gazal-kahal-lahal,8,False,False
lahar,slate-molar-lunar-lazar-lagar-lahar,6,False,True
laich,slate-molar-daily-laich,4,False,True
laics,slate-balsa-pinch-laics,4,False,True
laide,slate-bangs-mulch-ladle-laide,5,False,True
laids,slate-balsa-pinch-wormy-fails-laids,6,False,True
laigh,slate-molar-daily-laich-laigh,5,False,True
laika,slate-molar-daily-laich-laika,5,False,True
laiks,slate-balsa-pinch-wormy-fails-laids-laiks,7,False,False
laird,slate-molar-larva-laird,4,True,True
lairs,slate-balsa-pinch-wormy-rails-lairs,6,False,True
lairy,slate-molar-larva-laird-lairy,5,False,True
laith,slate-waltz-laity-laith,4,False,True
laity,slate-waltz-laity,3,True,True
laked,slate-rangy-label-zilch-lamed-laved-laded-laked,8,False,False
laker,slate-rangy-paler-lamer-laker,5,True,True
lakes,slate-laser-yanks-lakes,4,True,True
lakhs,slate-balsa-pinch-hauls-lakhs,5,False,True
lakin,slate-molar-daily-cavil-labia-lakin,6,False,True
laksa,slate-balsa-laksa,3,False,True
laldy,slate-molar-dally-laldy,4,False,True
lalls,slate-balsa-whomp-ficus-galls-lalls,6,False,True
lamas,slate-balsa-nasal-lamas,4,False,True
lambs,slate-balsa-lambs,3,True,True
lamby,slate-molar-amply-lamby,4,False,True
lamed,slate-rangy-label-zilch-lamed,5,True,True
lamer,slate-rangy-paler-lamer,4,True,True
lames,slate-laser-yanks-laces-lades-lames,6,False,True
lamia,slate-molar-amply-lamia,4,False,True
lammy,slate-molar-amply-lamby-lammy,5,False,True
lamps,slate-balsa-pinch-lamps,4,True,True
lanai,slate-molar-canal-lanai,4,False,True
lanas,slate-balsa-nasal-lanas,4,False,True
lance,slate-bangs-lance,3,True,True
lanch,slate-molar-daily-laugh-lanch,5,False,True
lande,slate-bangs-lance-lande,4,False,True
lands,slate-balsa-pinch-lands,4,True,True
laned,slate-rangy-panel-laned,4,False,True
lanes,slate-laser-yanks-lanes,4,True,True
lanks,slate-balsa-pinch-lands-lanks,5,False,True
lanky,slate-molar-daily-lanky,4,True,True
lants,slate-lasts-lants,3,False,True
lapas,slate-balsa-nasal-lamas-lapas,5,False,True
lapel,slate-rangy-label-lapel,4,True,True
lapin,slate-molar-daily-cavil-labia-lakin-lapin,7,False,False
lapis,slate-balsa-pinch-lapis,4,False,True
lapje,slate-bangs-mulch-ladle-lapje,5,False,True
lappa,slate-molar-daily-laugh-lacka-lappa,6,False,True
lappy,slate-molar-daily-lanky-laccy-laggy-lappy,7,False,False
lapse,slate-lapse,2,True,True
larch,slate-molar-larva-larch,4,True,True
lards,slate-balsa-pinch-larks-lards,5,False,True
lardy,slate-molar-larva-larch-lardy,5,False,True
laree,slate-bangs-mulch-ladle-lapje-laree,6,False,True
lares,slate-laser-lares,3,False,True
larfs,slate-balsa-pinch-larks-lards-larfs,6,False,True
larga,slate-molar-larva-larga,4,False,True
large,slate-bangs-large,3,True,True
largo,slate-molar-carol-largo,4,True,True
laris,slate-balsa-pinch-wormy-laris,5,False,True
larks,slate-balsa-pinch-larks,4,True,True
larky,slate-molar-larva-larch-lardy-larky,6,False,True
larns,slate-balsa-pinch-lawns-larns,5,False,True
larnt,slate-taint-larnt,3,False,True
larum,slate-molar-armil-larum,4,False,True
larva,slate-molar-larva,3,True,True
lased,slate-laser-lased,3,False,True
laser,slate-laser,2,True,True
lases,slate-laser-lased-lases,4,False,True
lassi,slate-balsa-lasso-lassi,4,False,True
lasso,slate-balsa-lasso,3,True,True
lassu,slate-balsa-lasso-lassi-lassu,5,False,True
lassy,slate-balsa-lasso-lassi-lassu-lassy,6,False,True
lasts,slate-lasts,2,True,True
latah,slate-taint-fatal-latah,4,False,True
latch,slate-taint-fatal-latch,4,True,True
lated,slate-paler-latex-lated,4,False,True
laten,slate-paler-latex-lated-laten,5,False,True
later,slate-paler-later,3,True,True
latex,slate-paler-latex,3,True,True
lathe,slate-lathe,2,True,True
lathi,slate-taint-datil-lathi,4,False,True
laths,slate-atlas-tails-laths,4,False,True
lathy,slate-taint-fatal-latch-lathy,5,False,True
latke,slate-lathe-latke,3,True,True
latte,slate-latte,2,True,True
latus,slate-atlas-tails-laths-latus,5,False,True
lauan,slate-molar-canal-lagan-lauan,5,False,True
lauch,slate-molar-daily-laugh-lauch,5,False,True
laude,slate-bangs-mulch-laude,4,True,True
lauds,slate-balsa-pinch-larks-lauds,5,False,True
laufs,slate-balsa-pinch-larks-lauds-laufs,6,False,True
laugh,slate-molar-daily-laugh,4,True,True
laund,slate-molar-daily-labda-laund,5,False,True
laura,slate-molar-larva-labra-laura,5,False,True
laval,slate-molar-canal-papal-dayal-gazal-kahal-laval,8,False,False
lavas,slate-balsa-nasal-lamas-lapas-lavas,6,False,True
laved,slate-rangy-label-zilch-lamed-laved,6,True,True
laver,slate-rangy-paler-lamer-laker-laver,6,True,True
laves,slate-laser-yanks-laces-lades-lames-laves,7,False,False
lavra,slate-molar-larva-lavra,4,False,True
lavvy,slate-molar-daily-lanky-laccy-laggy-lappy-lavvy,8,False,False
lawed,slate-rangy-label-zilch-lamed-laved-laded-laked-lawed,9,False,False
lawer,slate-rangy-paler-lamer-laker-laver-lacer-lader-lawer,9,False,False
lawin,slate-molar-daily-cavil-labia-lakin-lapin-lawin,8,False,False
lawks,slate-balsa-pinch-larks-lawks,5,False,True
lawns,slate-balsa-pinch-lawns,4,True,True
lawny,slate-molar-daily-lanky-lawny,5,False,True
lawsy,slate-balsa-lasso-lawsy,4,False,True
laxed,slate-rangy-label-zilch-lamed-laved-laded-laked-lawed-laxed,10,False,False
laxer,slate-rangy-paler-lamer-laker-laver-lacer-lader-lawer-laxer,10,False,False
laxes,slate-laser-yanks-laces-lades-lames-laves-laxes,8,False,False
laxly,slate-molar-daily-wanly-gayly-haply-laxly,7,False,False
layby,slate-molar-daily-lanky-laccy-laggy-lappy-lavvy-layby,9,False,False
layed,slate-rangy-layed,3,False,True
layer,slate-rangy-layer,3,True,True
layin,slate-molar-daily-layin,4,False,True
layup,slate-molar-daily-layup,4,True,True
lazar,slate-molar-lunar-lazar,4,True,True
lazed,slate-rangy-label-zilch-lazed,5,True,True
lazes,slate-laser-yanks-laces-lades-lames-laves-laxes-lazes,9,False,False
lazos,slate-balsa-pinch-larks-lauds-lazos,6,False,True
lazzi,slate-molar-daily-cavil-lazzi,5,False,True
lazzo,slate-molar-aioli-ladoo-lazzo,5,False,True
leach,slate-leary-leach,3,True,True
leads,slate-leash-upend-leads,4,True,True
leady,slate-leary-leafy-leaky-leady,5,False,True
leafs,slate-leash-upend-leaks-leafs,5,False,True
leafy,slate-leary-leafy,3,True,True
leaks,slate-leash-upend-leaks,4,True,True
leaky,slate-leary-leafy-leaky,4,True,True
leams,slate-leash-upend-leaks-leafs-leams,6,False,True
leans,slate-leash-upend-leans,4,True,True
leant,slate-leapt-leant,3,True,True
leany,slate-leary-leafy-leaky-leady-leany,6,False,True
leaps,slate-leash-upend-leaps,4,True,True
leapt,slate-leapt,2,True,True
leare,slate-leave-leare,3,False,True
learn,slate-leary-learn,3,True,True
lears,slate-leash-upend-leaks-leafs-leams-lears,7,False,False
leary,slate-leary,2,True,True
lease,slate-lease,2,True,True
leash,slate-leash,2,True,True
least,slate-least,2,True,True
leats,slate-leats,2,False,True
leave,slate-leave,2,True,True
leavy,slate-leary-leafy-leaky-leady-leany-leavy,7,False,False
leaze,slate-leave-leare-leaze,4,False,True
leben,slate-never-leben,3,False,True
leccy,slate-never-bough-jelly-leccy,5,False,True
leche,slate-bingo-levee-leche,4,False,True
ledes,slate-loser-venom-ledes,4,False,True
ledge,slate-bingo-ledge,3,True,True
ledgy,slate-never-bough-leggy-ledgy,5,False,True
ledum,slate-never-bough-ledum,4,False,True
leear,slate-rangy-feral-belar-leear,5,False,True
leech,slate-never-leech,3,True,True
leeks,slate-loser-lexis-lends-leeks,5,False,True
leeps,slate-loser-lexis-lends-leeks-leeps,6,False,True
leers,slate-loser-leers,3,False,True
leery,slate-never-leery,3,True,True
leese,slate-pulse-loose-leese,4,False,True
leets,slate-plumb-lefts-leets,4,False,True
leeze,slate-bingo-levee-leeze,4,False,True
lefte,slate-lefte,2,False,True
lefts,slate-plumb-lefts,3,True,True
lefty,slate-lefty,2,True,True
legal,slate-rangy-legal,3,True,True
leger,slate-never-leper-leger,4,False,True
leges,slate-loser-venom-ledes-leges,5,False,True
legge,slate-bingo-ledge-legge,4,False,True
leggo,slate-never-bough-leggo,4,False,True
leggy,slate-never-bough-leggy,4,True,True
legit,slate-intel-legit,3,True,True
legno,slate-never-melon-legno,4,False,True
lehrs,slate-loser-leers-lehrs,4,False,True
lehua,slate-rangy-medal-fella-lehua,5,False,True
leirs,slate-loser-leers-lehrs-leirs,5,False,True
leish,slate-loser-lexis-leish,4,False,True
leman,slate-rangy-leman,3,False,True
lemed,slate-never-jewel-celeb-lemed,5,False,True
lemel,slate-never-jewel-bezel-gemel-lemel,6,False,True
lemes,slate-loser-venom-lemes,4,False,True
lemma,slate-rangy-medal-lemma,4,True,True
lemme,slate-bingo-levee-leche-lemme,5,False,True
lemon,slate-never-melon-lemon,4,True,True
lemur,slate-never-lemur,3,True,True
lends,slate-loser-lexis-lends,4,True,True
lenes,slate-loser-venom-lenes,4,False,True
lengs,slate-loser-lexis-lends-lengs,5,False,True
lenis,slate-loser-lexis-lewis-lenis,5,False,True
lenos,slate-loser-lenos,3,False,True
lense,slate-pulse-loose-leese-lense,5,False,True
lenti,slate-lefty-lenti,3,False,True
lento,slate-lefty-lenti-lento,4,False,True
leone,slate-bingo-leone,3,True,True
lepak,slate-rangy-medal-belah-lepak,5,False,True
leper,slate-never-leper,3,True,True
lepid,slate-never-bough-jelly-lepid,5,False,True
lepra,slate-rangy-feral-lepra,4,False,True
lepta,slate-delta-lepta,3,False,True
lered,slate-never-rebel-lered,4,False,True
leres,slate-loser-lures-leres,4,False,True
lerps,slate-loser-leers-lerps,4,False,True
lesbo,slate-loser-lesbo,3,False,True
leses,slate-loser-leses,3,False,True
lesos,slate-loser-lesbo-lesos,4,False,True
lests,slate-plumb-lefts-leets-lests,5,False,True
letch,slate-intel-letup-letch,4,False,True
lethe,slate-lithe-lethe,3,False,True
letty,slate-lefty-letty,3,False,True
letup,slate-intel-letup,3,True,True
leuch,slate-never-bough-leuch,4,False,True
leuco,slate-never-bough-leuco,4,False,True
leuds,slate-loser-lexis-lends-leuds,5,False,True
leugh,slate-never-bough-leugh,4,False,True
levas,slate-laser-levas,3,False,True
levee,slate-bingo-levee,3,True,True
level,slate-never-level,3,True,True
lever,slate-never-lever,3,True,True
leves,slate-loser-venom-leves,4,False,True
levin,slate-never-levin,3,True,True
levis,slate-loser-lexis-lewis-lenis-levis,6,False,True
lewis,slate-loser-lexis-lewis,4,True,True
lexes,slate-loser-venom-ledes-leges-lexes,6,False,True
lexis,slate-loser-lexis,3,True,True
lezes,slate-loser-venom-ledes-leges-lexes-lezes,7,False,False
lezza,slate-rangy-medal-fella-lehua-lezza,6,False,True
lezzo,slate-never-bough-cello-lezzo,5,False,True
lezzy,slate-never-bough-jelly-leccy-lezzy,6,False,True
liana,slate-curia-liana,3,False,True
liane,slate-leave-liane,3,False,True
liang,slate-curia-liang,3,True,True
liard,slate-curia-laari-liard,4,False,True
liars,slate-psalm-loans-liars,4,True,True
liart,slate-trail-liart,3,False,True
libel,slate-never-dumpy-bowel-libel,5,True,True
liber,slate-never-limbo-liber,4,False,True
libor,slate-dilly-vigil-limbo-libor,5,False,True
libra,slate-molar-larva-libra,4,True,True
libre,slate-bingo-libre,3,True,True
libri,slate-dilly-vigil-libri,4,False,True
licet,slate-intel-filet-licet,4,False,True
lichi,slate-dilly-vigil-libri-lichi,5,False,True
licht,slate-guilt-limit-licht,4,False,True
licit,slate-guilt-limit-licit,4,True,True
licks,slate-locus-licks,3,True,True
lidar,slate-molar-lunar-lazar-lidar,5,False,True
lidos,slate-locus-lions-lidos,4,False,True
liefs,slate-loser-lexis-liefs,4,False,True
liege,slate-bingo-liege,3,True,True
liens,slate-loser-lexis-liefs-liens,5,False,True
liers,slate-loser-leers-liers,4,False,True
lieus,slate-loser-lexis-liefs-liens-lieus,6,False,True
lieve,slate-bingo-rifle-lieve,4,False,True
lifer,slate-never-limbo-lifer,4,True,True
lifes,slate-loser-venom-likes-lifes,5,False,True
lifey,slate-never-dumpy-holey-lifey,5,False,True
lifts,slate-lusty-lifts,3,True,True
ligan,slate-molar-canal-ligan,4,False,True
liger,slate-never-limbo-lifer-liger,5,False,True
ligge,slate-bingo-liege-ligge,4,False,True
light,slate-guilt-light,3,True,True
ligne,slate-bingo-ligne,3,False,True
liked,slate-never-dumpy-oiled-liked,5,True,True
liken,slate-never-linen-liken,4,True,True
liker,slate-never-limbo-lifer-liger-liker,6,False,True
likes,slate-loser-venom-likes,4,True,True
likin,slate-dilly-vigil-likin,4,False,True
lilac,slate-molar-lilac,3,True,True
lills,slate-locus-limbs-links-lills,5,False,True
lilos,slate-locus-lions-lidos-lilos,5,False,True
lilts,slate-lusty-lifts-lilts,4,False,True
lilty,slate-lofty-lilty,3,False,True
liman,slate-molar-hamal-liman,4,False,True
limas,slate-balsa-usual-limas,4,False,True
limax,slate-molar-hamal-liman-limax,5,False,True
limba,slate-molar-amply-lamia-limba,5,False,True
limbi,slate-dilly-vigil-libri-limbi,5,False,True
limbo,slate-dilly-vigil-limbo,4,True,True
limbs,slate-locus-limbs,3,True,True
limby,slate-dilly-lippy-limby,4,False,True
limed,slate-never-dumpy-limed,4,False,True
limen,slate-never-linen-liken-limen,5,False,True
limes,slate-loser-venom-limes,4,True,True
limey,slate-never-dumpy-limey,4,True,True
limit,slate-guilt-limit,3,True,True
limma,slate-molar-amply-lamia-limba-limma,6,False,True
limns,slate-locus-limbs-limns,4,False,True
limos,slate-locus-lions-lidos-lilos-limos,6,False,True
limpa,slate-molar-amply-limpa,4,False,True
limps,slate-locus-limbs-limns-limps,5,False,True
linac,slate-molar-canal-linac,4,False,True
linch,slate-dilly-vigil-limbo-linch,5,False,True
linds,slate-locus-limbs-links-linds,5,False,True
lindy,slate-dilly-lindy,3,True,True
lined,slate-never-linen-lined,4,True,True
linen,slate-never-linen,3,True,True
liner,slate-never-liner,3,True,True
lines,slate-loser-venom-lines,4,True,True
liney,slate-never-linen-lined-liney,5,False,True
linga,slate-molar-daily-anvil-linga,5,False,True
lingo,slate-dilly-vigil-lingo,4,True,True
lings,slate-locus-limbs-links-linds-lings,6,False,True
lingy,slate-dilly-lippy-limby-lingy,5,False,True
linin,slate-dilly-vigil-likin-linin,5,False,True
links,slate-locus-limbs-links,4,True,True
linky,slate-dilly-lippy-limby-lingy-linky,6,False,True
linns,slate-locus-limbs-links-linds-lings-linns,7,False,False
linny,slate-dilly-lippy-limby-lingy-linky-linny,7,False,False
linos,slate-locus-lions-linos,4,False,True
lints,slate-lusty-lifts-lilts-lints,5,False,True
linty,slate-lofty-lilty-linty,4,False,True
linum,slate-dilly-vigil-limbo-linum,5,False,True
linux,slate-dilly-vigil-limbo-linch-linux,6,False,True
lions,slate-locus-lions,3,True,True
lipas,slate-balsa-usual-limas-lipas,5,False,True
lipes,slate-loser-venom-likes-lifes-lipes,6,False,True
lipid,slate-dilly-livid-lipid,4,True,True
lipin,slate-dilly-vigil-likin-linin-lipin,6,False,True
lipos,slate-locus-lions-lidos-lilos-limos-lipos,7,False,False
lippy,slate-dilly-lippy,3,True,True
liras,slate-balsa-usual-limas-lipas-liras,6,False,True
lirks,slate-locus-limbs-links-lirks,5,False,True
lirot,slate-guilt-limit-licht-lirot,5,False,True
lises,slate-loser-leses-lises,4,False,True
lisks,slate-locus-limbs-links-lirks-lisks,6,False,True
lisle,slate-pulse-esile-lisle,4,False,True
lisps,slate-locus-limbs-links-lills-lisps,6,False,True
lists,slate-lusty-lists,3,True,True
litai,slate-taint-vital-litai,4,False,True
litas,slate-atlas-litas,3,False,True
lited,slate-intel-liter-lited,4,False,True
litem,slate-intel-liter-lited-litem,5,False,True
liter,slate-intel-liter,3,True,True
lites,slate-islet-lites,3,False,True
lithe,slate-lithe,2,True,True
litho,slate-guilt-intil-litho,4,False,True
liths,slate-lotus-liths,3,False,True
litie,slate-lithe-litre-litie,4,False,True
litre,slate-lithe-litre,3,True,True
lived,slate-never-hovel-lived,4,True,True
liven,slate-never-liven,3,True,True
liver,slate-never-liver,3,True,True
lives,slate-loser-venom-lives,4,True,True
livid,slate-dilly-livid,3,True,True
livor,slate-dilly-vigil-livor,4,False,True
livre,slate-bingo-rifle-livre,4,False,True
liwaa,slate-molar-canal-liwaa,4,False,True
liwas,slate-balsa-usual-limas-lipas-liras-liwas,7,False,False
llama,slate-prick-gland-llama,4,True,True
llano,slate-prick-gland-llano,4,False,True
loach,slate-curia-loach,3,False,True
loads,slate-psalm-loans-loads,4,True,True
loafs,slate-psalm-loans-loads-loafs,5,False,True
loams,slate-psalm-loams,3,False,True
loamy,slate-curia-loamy,3,True,True
loans,slate-psalm-loans,3,True,True
loast,slate-loast,2,False,True
loath,slate-loath,2,True,True
loave,slate-leave-loave,3,False,True
lobar,slate-molar-lobar,3,False,True
lobby,slate-dilly-loopy-lobby,4,True,True
lobed,slate-never-dumpy-oiled-lobed,5,True,True
lobes,slate-loser-lobes,3,True,True
lobos,slate-locus-loris-plonk-logos-lobos,6,False,True
lobus,slate-locus-lobus,3,False,True
local,slate-molar-local,3,True,True
loche,slate-bingo-whole-holme-loche,5,False,True
lochs,slate-locus-locks-lochs,4,False,True
lochy,slate-dilly-loopy-lobby-lorry-lochy,6,False,True
locie,slate-bingo-voile-louie-locie,5,False,True
locis,slate-locus-locks-lochs-locis,5,False,True
locks,slate-locus-locks,3,True,True
locky,slate-dilly-loopy-lobby-lorry-lochy-locky,7,False,False
locos,slate-locus-locks-lochs-locis-locos,6,False,True
locum,slate-dilly-prowl-logon-locum,5,False,True
locus,slate-locus,2,True,True
loden,slate-never-linen-lumen-loden,5,False,True
lodes,slate-loser-lobes-loves-lodes,5,False,True
lodge,slate-bingo-lodge,3,True,True
loess,slate-loser-loess,3,True,True
lofts,slate-lusty-lifts-lofts,4,False,True
lofty,slate-lofty,2,True,True
logan,slate-molar-local-logan,4,True,True
loges,slate-loser-lobes-loves-lodes-loges,6,False,True
loggy,slate-dilly-loopy-lobby-lorry-lochy-loggy,7,False,False
logia,slate-molar-voila-logia,4,False,True
logic,slate-dilly-logic,3,True,True
logie,slate-bingo-logie,3,False,True
login,slate-dilly-logic-login,4,True,True
logoi,slate-dilly-logic-logoi,4,False,True
logon,slate-dilly-prowl-logon,4,True,True
logos,slate-locus-loris-plonk-logos,5,True,True
lohan,slate-molar-local-logan-lohan,5,True,True
loids,slate-locus-loris-loins-loids,5,False,True
loins,slate-locus-loris-loins,4,True,True
loipe,slate-bingo-voile-loipe,4,False,True
loirs,slate-locus-loris-loirs,4,False,True
lokes,slate-loser-lobes-loves-lodes-loges-lokes,7,False,False
lokey,slate-never-dumpy-holey-lokey,5,False,True
lokum,slate-dilly-prowl-logon-locum-lokum,6,False,True
lolas,slate-balsa-aglus-colas-kolas-lolas,6,False,True
loled,slate-never-dumpy-oiled-holed-coled-joled-loled,8,False,False
lollo,slate-dilly-hollo-jollo-lollo,5,False,True
lolls,slate-locus-loris-plonk-logos-lolls,6,False,True
lolly,slate-dilly-befog-lymph-lolly,5,True,True
lolog,slate-dilly-lolog,3,False,True
lolos,slate-locus-loris-plonk-logos-lobos-lolos,7,False,False
lomas,slate-balsa-usual-limas-lomas,5,False,True
lomed,slate-never-dumpy-limed-lomed,5,False,True
lomes,slate-loser-lobes-loves-lodes-loges-lokes-lomes,8,False,False
loner,slate-never-liner-loner,4,True,True
longa,slate-molar-voila-longa,4,False,True
longe,slate-bingo-longe,3,False,True
longs,slate-locus-loris-plonk-longs,5,True,True
looby,slate-dilly-loopy-loony-looky-looby,6,False,True
looed,slate-never-dumpy-oiled-lobed-looed,6,False,True
looey,slate-never-dumpy-holey-lokey-looey,6,False,True
loofa,slate-molar-voila-longa-loofa,5,False,True
loofs,slate-locus-loris-plonk-looms-loofs,6,False,True
looie,slate-bingo-voile-louie-locie-looie,6,False,True
looks,slate-locus-loris-plonk-looks,5,True,True
looky,slate-dilly-loopy-loony-looky,5,True,True
looms,slate-locus-loris-plonk-looms,5,True,True
loons,slate-locus-loris-plonk-loons,5,True,True
loony,slate-dilly-loopy-loony,4,True,True
loops,slate-locus-loris-plonk-loops,5,True,True
loopy,slate-dilly-loopy,3,True,True
loord,slate-dilly-loord,3,False,True
loose,slate-pulse-loose,3,True,True
loots,slate-lusty-lifts-loots,4,False,True
loped,slate-never-dumpy-poled-loped,5,True,True
loper,slate-never-limbo-lower-loper,5,False,True
lopes,slate-loser-lobes-loves-lodes-loges-lokes-lomes-lopes,9,False,False
loppy,slate-dilly-loopy-loppy,4,False,True
loral,slate-molar-coral-boral-goral-horal-loral,7,False,False
loran,slate-molar-coral-loran,4,False,True
lords,slate-locus-loris-lords,4,True,True
lordy,slate-dilly-lordy,3,True,True
lorel,slate-never-cruel-morel-borel-forel-lorel,7,False,False
lores,slate-loser-lores,3,False,True
loric,slate-dilly-logic-loric,4,False,True
loris,slate-locus-loris,3,True,True
lorry,slate-dilly-loopy-lobby-lorry,5,True,True
losed,slate-loser-loses-losed,4,False,True
losel,slate-loser-loses-losed-losel,5,False,True
losen,slate-loser-loses-losed-losel-losen,6,False,True
loser,slate-loser,2,True,True
loses,slate-loser-loses,3,True,True
lossy,slate-locus-lossy,3,False,True
